Station Name,State,Data Type,Value,Value_Type,Date
Sun Valley Station: ID,PRECIPITATION INCREMENT,0.5,in,01/01/2010
Sun Valley Station: ID,PRECIPITATION INCREMENT,0.0,in,01/02/2010
Sun Valley Station: ID,PRECIPITATION INCREMENT,0.0,in,01/03/2010
Sun Valley Station: ID,PRECIPITATION INCREMENT,0.1,in,01/04/2010
Sun Valley Station: ID,PRECIPITATION INCREMENT,0.0,in,01/05/2010
Sun Valley Station: ID,PRECIPITATION INCREMENT,0.0,in,01/06/2010
Sun Valley Station: ID,PRECIPITATION INCREMENT,0.0,in,01/07/2010
Sun Valley Station: ID,PRECIPITATION INCREMENT,0.0,in,01/08/2010
Sun Valley Station: ID,PRECIPITATION INCREMENT,0.0,in,01/09/2010
Sun Valley Station: ID,PRECIPITATION INCREMENT,0.1,in,01/10/2010
Sun Valley Station: ID,PRECIPITATION INCREMENT,0.0,in,01/11/2010
Sun Valley Station: ID,PRECIPITATION INCREMENT,0.2,in,01/12/2010
Sun Valley Station: ID,PRECIPITATION INCREMENT,0.1,in,01/13/2010
Sun Valley Station: ID,PRECIPITATION INCREMENT,0.0,in,01/14/2010
Sun Valley Station: ID,PRECIPITATION INCREMENT,0.0,in,01/15/2010
Sun Valley Station: ID,PRECIPITATION INCREMENT,0.0,in,01/16/2010
Sun Valley Station: ID,PRECIPITATION INCREMENT,0.0,in,01/17/2010
Sun Valley Station: ID,PRECIPITATION INCREMENT,0.5,in,01/18/2010
Sun Valley Station: ID,PRECIPITATION INCREMENT,0.3,in,01/19/2010
Sun Valley Station: ID,PRECIPITATION INCREMENT,0.3,in,01/20/2010
Sun Valley Station: ID,PRECIPITATION INCREMENT,0.3,in,01/21/2010
Sun Valley Station: ID,PRECIPITATION INCREMENT,0.3,in,01/22/2010
Sun Valley Station: ID,PRECIPITATION INCREMENT,0.0,in,01/23/2010
Sun Valley Station: ID,PRECIPITATION INCREMENT,0.0,in,01/24/2010
Sun Valley Station: ID,PRECIPITATION INCREMENT,0.1,in,01/25/2010
Sun Valley Station: ID,PRECIPITATION INCREMENT,0.2,in,01/26/2010
Sun Valley Station: ID,PRECIPITATION INCREMENT,0.0,in,01/27/2010
Sun Valley Station: ID,PRECIPITATION INCREMENT,0.0,in,01/28/2010
Sun Valley Station: ID,PRECIPITATION INCREMENT,0.0,in,01/29/2010
Sun Valley Station: ID,PRECIPITATION INCREMENT,0.0,in,01/30/2010
Sun Valley Station: ID,PRECIPITATION INCREMENT,0.1,in,01/31/2010
Sun Valley Station: ID,PRECIPITATION INCREMENT,0.0,in,02/01/2010
Sun Valley Station: ID,PRECIPITATION INCREMENT,0.0,in,02/02/2010
Sun Valley Station: ID,PRECIPITATION INCREMENT,0.1,in,02/03/2010
Sun Valley Station: ID,PRECIPITATION INCREMENT,0.0,in,02/04/2010
Sun Valley Station: ID,PRECIPITATION INCREMENT,0.0,in,02/05/2010
Sun Valley Station: ID,PRECIPITATION INCREMENT,0.0,in,02/06/2010
Sun Valley Station: ID,PRECIPITATION INCREMENT,0.0,in,02/07/2010
Sun Valley Station: ID,PRECIPITATION INCREMENT,0.0,in,02/08/2010
Sun Valley Station: ID,PRECIPITATION INCREMENT,0.0,in,02/09/2010
Sun Valley Station: ID,PRECIPITATION INCREMENT,0.0,in,02/10/2010
Sun Valley Station: ID,PRECIPITATION INCREMENT,0.1,in,02/11/2010
Sun Valley Station: ID,PRECIPITATION INCREMENT,0.2,in,02/12/2010
Sun Valley Station: ID,PRECIPITATION INCREMENT,0.0,in,02/13/2010
Sun Valley Station: ID,PRECIPITATION INCREMENT,0.0,in,02/14/2010
Sun Valley Station: ID,PRECIPITATION INCREMENT,0.0,in,02/15/2010
Sun Valley Station: ID,PRECIPITATION INCREMENT,0.0,in,02/16/2010
Sun Valley Station: ID,PRECIPITATION INCREMENT,0.0,in,02/17/2010
Sun Valley Station: ID,PRECIPITATION INCREMENT,0.0,in,02/18/2010
Sun Valley Station: ID,PRECIPITATION INCREMENT,0.0,in,02/19/2010
Sun Valley Station: ID,PRECIPITATION INCREMENT,0.0,in,02/20/2010
Sun Valley Station: ID,PRECIPITATION INCREMENT,0.0,in,02/21/2010
Sun Valley Station: ID,PRECIPITATION INCREMENT,0.0,in,02/22/2010
Sun Valley Station: ID,PRECIPITATION INCREMENT,0.0,in,02/23/2010
Sun Valley Station: ID,PRECIPITATION INCREMENT,0.1,in,02/24/2010
Sun Valley Station: ID,PRECIPITATION INCREMENT,0.0,in,02/25/2010
Sun Valley Station: ID,PRECIPITATION INCREMENT,0.0,in,02/26/2010
Sun Valley Station: ID,PRECIPITATION INCREMENT,0.1,in,02/27/2010
Sun Valley Station: ID,PRECIPITATION INCREMENT,0.0,in,02/28/2010
Sun Valley Station: ID,PRECIPITATION INCREMENT,0.0,in,03/01/2010
Sun Valley Station: ID,PRECIPITATION INCREMENT,0.0,in,03/02/2010
