a1,a2
11.151776763381086,16.80315460854944
7.081210807767359,3.2801867865318926
19.740638042573746,14.251851017581343
34.53507776934175,25.600434930743877
16.227258710641983,16.36101623249418
12.067621824565126,4.816053401988253
10.58224168308189,17.623263811628075
10.053234491806009,6.801711898528824
27.26508856330267,29.772702873930985
26.84757957235104,27.233356993098763
12.222725312008158,13.154257871113948
18.76775398014243,18.347402465601064
30.477380838988825,27.560058984554377
17.144886657207863,15.355654283432203
9.726008706861293,5.691167351794363
12.021401699060004,15.756606316454219
13.030525837681266,4.47161327378904
13.537740366376553,19.10636233827538
26.420699084127207,31.320251286152377
13.734065408388217,6.347432149530081
27.26183900181236,31.9869054162897
11.658551605237756,7.263258774902853
14.039633632844398,6.025189271275242
29.328556543159717,31.300229710261576
10.576174153798606,7.027784863905062
27.04627527408153,31.26253978896642
13.191884699866176,13.642072885935976
16.351557264818315,14.654756473672656
16.30592973691799,17.870361530457792
33.22995180011301,33.25014075410879
11.053662981267097,3.717748009504273
15.852748896940058,16.296094922387606
10.469709199299182,4.654156559552902
11.120195475795597,5.924841579945524
10.852883614369604,11.86587815513005
16.185677031410677,13.136470457974646
11.065229093386717,3.1242713423174235
28.024357300435103,29.434214221028657
29.845217962935795,34.48567083294266
11.817801075873655,6.438550271641553
17.36608187602133,13.733557885452946
10.772555605447199,11.9556350245326
25.905985073126242,27.835421476824415
32.151790451859526,34.694849428761444
11.52930432985256,4.626860456185303
10.79650825494171,5.465664597454316
30.621573054529897,27.2163280884478
14.557281670334161,6.058930648705418
11.275402419994773,3.314902577504337
9.960307094002523,6.554293038154301
11.18070235967561,7.645428755419756
7.811562538206266,4.7271105122079335
10.761891624450381,4.1616438672534395
15.034723199452394,14.334169146224651
31.05852796321997,27.931622168319088
15.62840471197088,13.202746500576
31.57432694063722,29.643380209253884
12.801743291815285,6.852234870743391
7.305715264961636,10.056651413612796
29.00546088913816,27.623922321878297
16.298862900358046,17.574808124032746
29.558211894330736,27.530551745150557
13.847268489879024,1.2759828511754607
14.56794553911672,16.66898754182922
12.281001031413378,11.78243783554781
30.853897808905906,33.243806691214225
34.177768378829036,27.976543888884684
7.586524492043646,1.9098458639363867
30.703863800849295,25.764774304111263
10.347001003843632,2.314648421245128
28.55169417565352,30.052698065569935
30.363034286967057,34.64880987972652
29.714292740164407,27.68286083808207
25.121022412083867,27.816903328069728
13.608134959777722,18.322390175208575
28.06174794201323,30.853789956771767
9.863410703598722,6.838818978411134
11.101468352034821,5.941119185311708
15.879828813806753,13.77349749839561
29.992434068647984,26.55473455689583
19.722980679815805,12.173527789512239
30.629087194329085,32.36361100712759
30.78551989098259,31.05642884489194
11.732664029080116,2.910821236184417
30.147410423289113,25.108842281143303
15.708239262328734,15.806087842436794
31.138992443396234,31.049869781853076
27.90181363287809,32.78288004198316
14.330864009125607,3.16993355522477
19.92780577054454,15.484609741938048
26.872353269252798,28.249964068685678
6.717631561671672,7.610232396444404
12.459590700525748,12.540362308617965
7.300275770448435,-0.9362514102169204
11.330726305050351,5.055088719619311
9.182652340236633,3.5165629755331116
28.88360911382684,30.053410705388707
10.137144832989417,14.624861329926063
15.079608906878965,16.07465746051069
11.218780721013967,4.389653601059086
14.651547564936294,5.023363457917215
14.048158717295875,16.97872998573894
26.69561027261072,26.681616716961358
6.512789908087494,6.906527891825723
10.131518499989994,6.036956284167237
34.21597567839021,26.01192081788127
29.5728240528831,34.44529407835913
12.3882939168476,12.118525857680622
31.186896762345697,26.25085090035786
29.560034039345574,30.0341957817441
17.421472714189512,16.71425922920268
10.256369750718086,4.185185400104986
32.05077265236511,31.654795679520454
19.263655335532242,13.634598613868691
33.22157369692873,28.5534162454991
17.240553111465136,15.054694759740865
13.344941337309093,18.60551529547556
28.070392994974362,33.39901010176441
6.938527869124044,5.51468553122167
30.159040012670623,34.043156662443906
15.178237749670359,13.860640478804438
12.705408123450573,5.070720194109515
34.69251367645581,26.425726784792605
31.35315247492167,27.096837633856588
25.73510570350109,25.20159765910567
13.50159647830944,11.324142175257442
32.796192840914976,25.379174503558637
27.57520637238154,32.098610523238094
31.46892725553546,34.93159676950495
13.080603327378245,3.4576952714792717
26.420165656085693,32.46521718471399
26.679324543909168,31.806463802220968
13.208348652606427,4.678052628905716
28.333596546600695,29.523562667916334
6.583272266701806,0.17299399765242462
12.673899113685593,14.027728489931969
30.61094681545767,25.7668591020013
10.796103030303462,4.307562294557863
15.12015308461862,11.996004052354344
11.853023264022086,4.9115693161315
9.97840773523735,8.760189797367628
31.100856312189315,28.6927286600828
13.293800752798965,4.900594841682648
26.993192925393796,27.65167129009523
32.91844970832479,32.672855727046795
19.882229195739214,18.301968108200786
19.72077273374608,10.622605989738084
10.843098529218432,14.649151731181103
30.922255336781095,32.4239857552199
14.51469912316662,14.24125552978522
14.32975183353313,7.187537117259977
18.534372400256245,13.357347043380258
13.738720294814069,10.609680150183053
10.162124204643753,4.041630169745188
12.953371019495536,19.21138929082783
12.805467765771617,4.769890098345051
19.14730960996814,14.262587012447206
32.52078268273964,34.45602190671269
27.519516960602466,28.05589626258056
10.53719152349827,5.634339894002903
32.253282783085616,25.56914999086179
10.964563364179716,6.491078725249099
31.89327893001756,33.354872093809064
11.446068792780068,4.482034293198935
30.75717279023463,32.1242081092091
16.65145341138934,16.37808845475204
28.59303081692554,34.74870581294461
16.14330654301379,16.795353887120477
10.541623835286043,4.578102002805827
12.099003758797027,2.681410545667984
12.187399028274278,5.869898907325749
12.3604243232424,3.9741309868094006
30.117730446040788,25.018233557002837
28.818123453917885,32.69686867321359
9.100209711070985,7.744860412750891
28.101008631675388,28.694635060702016
32.83194135961695,29.008461963634478
27.814565875055088,27.749596403009264
11.674249983002952,13.50072245647822
7.616236735456662,7.230574010811532
13.756574628115143,13.997629784949336
13.065967557899501,3.102058592223748
10.822963109470999,4.287417791174634
6.264953510477825,6.297287288181335
15.751403056765128,19.387463550158774
15.658600836569821,17.7689834780316
17.6071979605801,13.960571378584245
31.288618104326737,34.04323095366613
9.345037935403864,7.346516233752883
13.270962431810837,8.22632044133121
30.56656215066322,27.61732847635884
10.381757362716275,5.820888674908326
27.123617358561322,31.216730671771156
16.30302036493744,14.091114437207564
28.13538057269629,25.70814288515342
31.980634444801268,30.907966932588145
14.339547996599904,15.605945811033822
34.77553193460028,31.348883753233835
34.032261732303056,27.274298815857172
8.236528118547623,2.6799624373885593
10.986074244614052,4.9748766575569014
17.381933279902942,14.12234172353453
14.42125730921391,11.404255400422471
14.127682718904717,11.013115246520501
27.626624983030325,32.04123038698103
11.708883991973122,7.968866502772217
34.25901339989515,34.50326746959882
14.860718791136447,11.36641847635077
11.43719405523997,13.834598315798285
33.3270402538302,25.850390694467222
11.932317343601145,4.356838451469915
31.098115531471947,29.37202531002673
18.467657389235434,16.30740316143682
15.222384620419284,11.990884135452045
32.36992415648791,33.36095598546759
31.272616798714758,29.92307346360945
26.08114925163655,31.63252820147151
8.608276979351036,10.011960570637346
9.934436192814365,5.3684019610466995
31.930168803675407,28.624197549783638
11.562124035464274,15.94061181227828
16.87670179691981,14.997183852522303
25.144223806080703,27.322038171703184
27.630154859386924,29.872731309204834
15.787414196899372,19.65297704952787
30.862434343723713,31.248954756052
13.646748516681972,18.624169281718647
11.92285782075977,2.7482900423310195
11.551172104446731,3.483356360042354
12.932441725156682,6.4518337050416426
14.05167833622597,14.506078674532077
12.983012376464456,4.737371936946481
34.15276004618658,26.644804953518367
29.118553033046037,33.46873724248551
10.998389662062,9.12034753101285
11.941745511416377,18.172776521179536
9.905411354346906,2.870792106605088
11.098673838107954,16.44880733414226
26.45383256420927,28.118047163142325
32.43513463563244,31.989076394583908
16.661328895377174,11.976304897147687
17.11756437992485,3.389950698738269
13.976087077720523,18.798517061964212
7.083661828801978,7.336105606787701
29.94156032605288,27.628766296246617
15.34343184661172,10.827395657886367
33.446492405364815,31.50419773074748
14.634089821421977,2.5571528305169604
13.36934835453179,4.95317131906683
9.977269435020572,4.631432354018153
13.98802860089457,17.789450087782523
13.147313433243639,7.44360581691071
18.152756753773684,10.87272336257782
27.72340538595212,25.752812954756607
10.609178204933002,7.650656859720131
8.719355430328864,8.960221370440811
11.409110174883065,11.782769668998668
19.535344114382664,14.144921894218218
27.27659370393073,30.364072458218228
17.2752593471502,11.877861885176586
8.163113228938164,2.385559590585018
17.209055275535718,15.531559045610589
29.693427344049525,28.420195164605904
8.53079525688654,6.640632999185644
31.57771212004845,32.902090233014235
12.811742672913159,14.985436318839973
17.742970294441598,17.595223307878314
34.29116720208765,30.435803743827
13.492094629924084,4.570692315547954
15.252712402585598,10.831785298963057
30.819499879893456,30.19919792494491
16.21420827594628,13.051487459332934
12.252821419071953,18.73620388659466
31.214591603461997,34.79264275768721
29.60932628170212,29.61589275270743
31.15382691857909,31.744330381901936
30.20126834458854,32.60129285700938
13.713707154035108,7.450322129780856
12.181123406625456,4.514253705511551
19.71131742103299,16.714907841061997
11.189992220138322,5.16150197724604
15.277476427233626,10.239539919940169
28.133581144690556,30.361364734830605
11.837301356830565,6.872283461632223
31.594393552645748,29.231985213475824
11.905264314443329,6.44499077058058
26.429379825942004,25.67475974448337
13.429479191974997,14.07693510783156
14.746030980124084,10.758130756229816
12.470395251661587,17.355942894391088
18.109267349491994,10.839018444347051
33.57431289847442,31.902353042920193
34.99913661535432,31.712410685416334
34.758615133721655,28.167040361850447
14.84023184585518,12.995305592233784
9.258224700696077,8.263383027261595
11.461625109261309,11.871362331430216
18.35715289473574,14.669427877387019
12.851002429404772,4.086024284812925
33.94061789138351,32.79431659094064
31.445413879053856,33.86205891002271
30.28930368024506,34.323191063965474
